Price,SPY_Close,Market_Return,Strategy_Return_Net,Exposure_final,Cum_Market,Cum_Overlay,Trades,Transaction_Cost
Ticker,SPY,,,,,,,
Date,,,,,,,,
2020-03-06,272.5814208984375,,,0.3,1.0,1.0,,
2020-03-09,251.29440307617188,-0.07809416266194114,-0.02342824879858234,0.3,0.9219058373380589,0.9765717512014177,0.0,0.0
2020-03-10,264.2975769042969,0.0517447808982181,0.01552343426946543,0.3,0.969609652899905,0.9917314985906097,0.0,0.0
2020-03-11,251.4135284423828,-0.048748265545315306,-0.014624479663594592,0.3,0.9223428640650394,0.9772279414577252,0.0,0.0
2020-03-12,227.35890197753906,-0.09567753419584346,-0.028703260258753038,0.3,0.8340953731481644,0.9491783135219386,0.0,0.0
2020-03-13,246.7949981689453,0.08548640947134034,0.025645922841402102,0.3,0.9053991917552588,0.9735208673132544,0.0,0.0
2020-03-16,219.78976440429688,-0.10942374831341517,-0.03282712449402455,0.3,0.8063270184734619,0.9415629766044313,0.0,0.0
2020-03-17,231.6566925048828,0.053992178083220876,0.016197653424966263,0.3,0.8498623704481936,0.9568140873772494,0.0,0.0
2020-03-18,219.92723083496094,-0.05063294974598953,-0.01518988492379686,0.3,0.8068313317542827,0.9422801914965213,0.0,0.0
2020-03-19,220.39456176757812,0.002124934374169829,0.0006374803122509487,0.3,0.8085457953852846,0.9428808765672243,0.0,0.0
2020-03-20,210.89683532714844,-0.04309419599221198,-0.012928258797663595,0.3,0.7737021644102722,0.9306910685795954,0.0,0.0
2020-03-23,205.5045623779297,-0.025568297129039963,-0.007670489138711989,0.3,0.753919917581249,0.9235522128465593,0.0,0.0
2020-03-24,224.1239776611328,0.09060341565050711,0.027181024695152132,0.3,0.822227637241059,0.9486553083512039,0.0,0.0
2020-03-25,227.47914123535156,0.014970123273876812,0.004491036982163043,0.3,0.8345364863297461,0.9529157544243345,0.0,0.0
2020-03-26,240.76161193847656,0.05838984018927196,0.017516952056781585,0.3,0.8832649383986565,0.9696079340087373,0.0,0.0
2020-03-27,233.59033203125,-0.02978581115771517,-0.00893574334731455,0.3,0.8569561757412832,0.9609437663629155,0.0,0.0
2020-03-30,241.17636108398438,0.03247578350853786,0.009742735052561357,0.3,0.8847864989809617,0.9703059868789998,0.0,0.0
2020-03-31,237.58157348632812,-0.01490522363592861,-0.004471567090778583,0.3,0.8715985583436002,0.9659671985600863,0.0,0.0
2020-04-01,226.8892364501953,-0.04500490875294294,-0.013501472625882882,0.3,0.8323723447561499,0.9529252188712265,0.0,0.0
2020-04-02,232.124755859375,0.02307522159751696,0.006922566479255088,0.3,0.8515795210630428,0.9595219070486213,0.0,0.0
2020-04-03,228.76962280273438,-0.014454007907166999,-0.0043362023721501,0.3,0.839270783932016,0.9553612258791471,0.0,0.0
2020-04-06,244.13519287109375,0.06716612931433175,0.020149838794299522,0.3,0.8956413539353344,0.9746116005709363,0.0,0.0
2020-04-07,244.38412475585938,0.0010196476871611182,0.00030589430614833544,0.3,0.8965545925704004,0.974909728710257,0.0,0.0
2020-04-08,252.58761596679688,0.03356802009595672,0.010070406028787015,0.3,0.9266501551509259,0.984727465519784,0.0,0.0
2020-04-09,256.431396484375,0.015217612719712337,0.004565283815913701,0.3,0.940751558338674,0.9892230258812073,0.0,0.0
2020-04-13,254.0901336669922,-0.009130172238973389,-0.0027390516716920164,0.3,0.9321623345769593,0.9865134928984911,0.0,0.0
2020-04-14,261.5840148925781,0.029493003594572187,0.008847901078371656,0.3,0.9596546016613624,0.9952420666961359,0.0,0.0
2020-04-15,256.0258483886719,-0.021248112221951998,-0.006374433666585599,0.3,0.9392637529909491,0.9888979621597858,0.0,0.0
2020-04-16,257.260986328125,0.004824270468105407,0.0014472811404316222,0.3,0.9437950153762652,0.9903291755302308,0.0,0.0
2020-04-17,264.21087646484375,0.027014940103877505,0.00810448203116325,0.3,0.9692915811869931,0.9983552805382524,0.0,0.0
2020-04-20,259.5561218261719,-0.01761757389004104,-0.005285272167012312,0.3,0.9522150151344365,0.9930787011612338,0.0,0.0
2020-04-21,251.67518615722656,-0.030363127686979685,-0.009108938306093906,0.3,0.9233027890444503,0.9840328085392602,0.0,0.0
2020-04-22,257.260986328125,0.0221944811333481,0.006658344340004429,0.3,0.943795015376265,0.9905848378203762,0.0,0.0
2020-04-23,257.2425231933594,-7.176811000042527e-05,-2.153043300012758e-05,0.3,0.9437272809917836,0.9905635100998946,0.0,0.0
2020-04-24,260.8281555175781,0.0139387231928354,0.00418161695785062,0.3,0.9568816343310552,0.9947056672715563,0.0,0.0
2020-04-27,264.5888366699219,0.014418233127022617,0.004325469938106785,0.3,0.9706781768098068,0.9990082367326039,0.0,0.0
2020-04-28,263.3721923828125,-0.00459824496914496,-0.001379473490743488,0.3,0.9662147607666324,0.9976301313529968,0.0,0.0
2020-04-29,270.2669372558594,0.026178712379116176,0.007853613713734853,0.3,0.9915090190851986,1.0054651330338258,0.0,0.0
2020-04-30,267.75048828125,-0.009310976030438622,-0.0027932928091315866,0.3,0.9822771023745326,1.00265657450789,0.0,0.0
2020-05-01,260.6622009277344,-0.026473480586410525,-0.007942044175923157,0.3,0.9562728085743448,0.9946934316998685,0.0,0.0
2020-05-04,261.38116455078125,0.00275821972072654,0.0008274659162179621,0.3,0.9589104190933492,0.995516506611686,0.0,0.0
2020-05-05,263.79620361328125,0.009239529813292346,0.002771858943987704,0.3,0.9677703004988388,0.998275937944425,0.0,0.0
2020-05-06,262.0079345703125,-0.006778979448810785,-0.002033693834643235,0.3,0.9612098055205878,0.9962457503241547,0.0,0.0
