Price,SPY_Close,Market_Return,Strategy_Return_Net,Exposure_final,Cum_Market,Cum_Overlay,Trades,Transaction_Cost
Ticker,SPY,,,,,,,
Date,,,,,,,,
2020-03-10,264.29754638671875,,,0.3,1.0,1.0,,
2020-03-11,251.41346740722656,-0.04874838664086678,-0.014624515992260034,0.3,0.9512516133591332,0.98537548400774,0.0,0.0
2020-03-12,227.35891723632812,-0.0956772539632339,-0.02870317618897017,0.3,0.8602384711648354,0.957092077877974,0.0,0.0
2020-03-13,246.79498291015625,0.08548626950763194,0.025645880852289582,0.3,0.9337770489516658,0.9816375472719029,0.0,0.0
2020-03-16,219.78977966308594,-0.1094236314232585,-0.03282708942697755,0.3,0.8315997733156807,0.9494132437227293,0.0,0.0
2020-03-17,231.65664672851562,0.05399189663696058,0.016197568991088172,0.3,0.8764994223198608,0.9647914302389811,0.0,0.0
2020-03-18,219.92723083496094,-0.05063276214690571,-0.015189828644071712,0.3,0.832119835547639,0.9501364137363821,0.0,0.0
2020-03-19,220.39459228515625,0.002125073136332256,0.0006375219408996768,0.3,0.8338881510563705,0.9507421465469867,0.0,0.0
2020-03-20,210.89683532714844,-0.0430943284929568,-0.01292829854788704,0.3,0.7979523011483629,0.9384506682343684,0.0,0.0
2020-03-23,205.5045928955078,-0.025568152425217927,-0.007670445727565377,0.3,0.7775501350845482,0.9312523333156792,0.0,0.0
2020-03-24,224.1239471435547,0.09060310519441384,0.02718093155832415,0.3,0.8479985917675442,0.9565646392510625,0.0,0.0
2020-03-25,227.47915649414062,0.014970329558031903,0.004491098867409571,0.3,0.8606934101510513,0.9608606656190071,0.0,0.0
2020-03-26,240.7615966796875,0.058389702117121134,0.01751691063513634,0.3,0.9109490419839403,0.9776919760314727,0.0,0.0
2020-03-27,233.5903778076172,-0.029785559536768647,-0.008935667861030594,0.3,0.8838159150589653,0.9689556452632608,0.0,0.0
2020-03-30,241.17642211914062,0.03247584246715518,0.009742752740146554,0.3,0.9125185814863849,0.9783959405312299,0.0,0.0
2020-03-31,237.58157348632812,-0.01490547293647404,-0.004471641880942212,0.3,0.8989170604660098,0.9740209042674066,0.0,0.0
2020-04-01,226.88925170898438,-0.045004844527469445,-0.013501453358240833,0.3,0.8584614379166472,0.9608702064584886,0.0,0.0
2020-04-02,232.12477111816406,0.023075220045658762,0.006922566013697629,0.3,0.8782706244972864,0.9675218938932927,0.0,0.0
2020-04-03,228.7696075439453,-0.014454138427607899,-0.0043362415282823695,0.3,0.8655759793139011,0.9633264852774702,0.0,0.0
2020-04-06,244.13519287109375,0.06716620049364197,0.02014986014809259,0.3,0.923713429082979,0.9827373792327647,0.0,0.0
2020-04-07,244.3841094970703,0.0010195851857703886,0.00030587555573111656,0.3,0.9246552336111692,0.9830379745747752,0.0,0.0
2020-04-08,252.58766174316406,0.03356827194278811,0.010070481582836433,0.3,0.9556943119463512,0.9929376403929594,0.0,0.0
2020-04-09,256.431396484375,0.015217428732205107,0.004565228619661532,0.3,0.9702375220281686,0.9974706277264206,0.0,0.0
2020-04-13,254.0901641845703,-0.009130053230230528,-0.0027390159690691583,0.3,0.9613792018060845,0.9947385397484005,0.0,0.0
2020-04-14,261.583984375,0.029492759841684313,0.008847827952505294,0.3,0.9897329277217415,1.0035398152058208,0.0,0.0
2020-04-15,256.02587890625,-0.021247881371751154,-0.006374364411525346,0.3,0.9687031998837939,0.9971428867222241,0.0,0.0
2020-04-16,257.26092529296875,0.004823912301345823,0.001447173690403747,0.3,0.9733761391660665,0.9985859256734618,0.0,0.0
2020-04-17,264.2109069824219,0.027015302388182283,0.008104590716454684,0.3,0.9996721899030792,1.0066790558962573,0.0,0.0
2020-04-20,259.5560607910156,-0.01761791836896398,-0.005285375510689194,0.3,0.9820600468656433,1.0013583790670995,0.0,0.0
2020-04-21,251.67515563964844,-0.030363017250876645,-0.009108905175262994,0.3,0.952241740721265,0.9922371005457222,0.0,0.0
2020-04-22,257.26092529296875,0.022194362566792636,0.00665830877003779,0.3,0.9733761391660665,0.9988437215342427,0.0,0.0
2020-04-23,257.2425537109375,-7.141225201734436e-05,-2.1423675605203307e-05,0.3,0.9733066281839087,0.9988223226303723,0.0,0.0
2020-04-24,260.8280334472656,0.013938128371860037,0.004181438511558011,0.3,0.9868727009127183,1.0029988367564227,0.0,0.0
2020-04-27,264.58892822265625,0.014419058893648362,0.004325717668094508,0.3,1.0011024765077126,1.0073375265456581,0.0,0.0
2020-04-28,263.3722229003906,-0.004598474057243007,-0.0013795422171729022,0.3,0.9964989327408501,1.0059478619008457,0.0,0.0
2020-04-29,270.2668762207031,0.02617836172845034,0.0078535085185351,0.3,1.0225856422641548,1.0138480820034863,0.0,0.0
2020-04-30,267.7505187988281,-0.009310639383792285,-0.0027931918151376856,0.3,1.0130647161099897,1.0110162098390412,0.0,0.0
2020-05-01,260.6622619628906,-0.026473363591363208,-0.007942009077408963,0.3,0.9862454855388288,1.002986709923092,0.0,0.0
2020-05-04,261.38116455078125,0.0027579849207053364,0.0008273954762116009,0.3,0.9889655357160586,1.0038165765895828,0.0,0.0
2020-05-05,263.7962341308594,0.00923964656836973,0.002771893970510919,0.3,0.9981032277343734,1.0065990497057304,0.0,0.0
2020-05-06,262.0079650878906,-0.0067789786645765515,-0.0020336935993729654,0.3,0.9913371072485171,1.004551935661209,0.0,0.0
2020-05-07,265.1695556640625,0.012066772760558342,0.0036200318281675026,0.3,1.0032993468507942,1.0081884456413497,0.0,0.0
2020-05-08,269.5570983886719,0.016546178212735185,0.004963853463820556,0.3,1.0199001166445083,1.0131929453494304,0.0,0.0
